19258,1264,1.0,0.0
6993,4642,1.0,0.0
7679,2931,1.0,0.0
21572,6636,1.0,0.0
19684,3656,1.0,0.0
17545,7152,1.0,0.0
4546,3967,1.0,0.0
5546,3784,1.0,0.0
8550,1058,1.0,0.0
7974,10729,1.0,0.0
13929,9872,1.0,0.0
5488,3455,1.0,0.0
225,2252,1.0,0.0
18090,8472,1.0,0.0
227,2286,1.0,0.0
1694,1922,1.0,0.0
6453,2316,1.0,0.0
12601,6377,1.0,0.0
7493,2726,1.0,0.0
15845,414,1.0,0.0
12053,2020,1.0,0.0
17790,2655,1.0,0.0
14800,11916,1.0,0.0
4123,2622,1.0,0.0
16686,7812,1.0,0.0
303,1922,1.0,0.0
17619,11212,1.0,0.0
308,2852,1.0,0.0
4365,7355,1.0,0.0
22066,1231,1.0,0.0
4754,10629,1.0,0.0
18015,394,1.0,0.0
20453,8921,1.0,0.0
21962,9934,1.0,0.0
13214,2301,1.0,0.0
7097,8886,1.0,0.0
19423,39,1.0,0.0
19378,726,1.0,0.0
6379,6111,1.0,0.0
20231,6663,1.0,0.0
15080,5265,1.0,0.0
8430,1345,1.0,0.0
7257,1681,1.0,0.0
3928,1356,1.0,0.0
621,4625,1.0,0.0
21276,6266,1.0,0.0
5906,5881,1.0,0.0
17055,1475,1.0,0.0
7386,11493,1.0,0.0
1155,2766,1.0,0.0
12238,51,1.0,0.0
19935,4814,1.0,0.0
16061,3429,1.0,0.0
11792,9256,1.0,0.0
7366,39,1.0,0.0
10686,5028,1.0,0.0
14699,634,1.0,0.0
3335,444,1.0,0.0
21930,8273,1.0,0.0
21522,10977,1.0,0.0
13612,2335,1.0,0.0
9325,923,1.0,0.0
18623,11341,1.0,0.0
17706,10497,1.0,0.0
12683,1228,1.0,0.0
1150,6460,1.0,0.0
19101,410,1.0,0.0
8087,1153,1.0,0.0
19674,9805,1.0,0.0
17967,2834,1.0,0.0
3335,3508,1.0,0.0
13257,10588,1.0,0.0
9770,1228,1.0,0.0
18423,706,1.0,0.0
3483,9629,1.0,0.0
15815,5312,1.0,0.0
12277,4394,1.0,0.0
13857,6989,1.0,0.0
1048,95,1.0,0.0
12198,8229,1.0,0.0
1247,912,1.0,0.0
7778,929,1.0,0.0
18292,9931,1.0,0.0
4198,37,1.0,0.0
15140,7255,1.0,0.0
11467,3481,1.0,0.0
4968,2582,1.0,0.0
17084,2537,1.0,0.0
20777,5768,1.0,0.0
19511,2049,1.0,0.0
11763,7503,1.0,0.0
5499,4049,1.0,0.0
18583,4454,1.0,0.0
4455,6000,1.0,0.0
996,5254,1.0,0.0
1984,1134,1.0,0.0
5233,970,1.0,0.0
3751,9886,1.0,0.0
10118,2010,1.0,0.0
10811,9744,1.0,0.0
2182,2372,1.0,0.0
16684,2988,1.0,0.0
9506,9661,1.0,0.0
6417,5225,1.0,0.0
9667,1843,1.0,0.0
8440,2348,1.0,0.0
13554,70,1.0,0.0
